# duration_ms: 36301
# ingress_avg: 28.780
# throughput_avg: 28.780
# capacity_avg: 37.116
# utilization: 77.541
seconds,ingress,throughput,capacity
6.8,118.51064,42.0164,71.83104
6.9,13.78448,71.83056,71.83104
7.0,0.0,6.82896,6.85824
7.1,0.0,4.33056,4.33152
7.2,0.0,4.70696,4.69248
7.3,0.33312,2.83152,4.69248
7.4,86.62096,3.49776,4.2112
7.5,4.41384,4.91352,4.93312
7.6,2.9148,4.83024,4.8128
7.7,0.0,4.91352,4.93312
7.8,0.0,4.74696,4.69248
7.9,0.0,4.91352,4.93312
8.0,0.0,49.23176,49.21088
8.1,30.73032,25.56344,62.08512
8.2,126.46552,72.91328,72.91392
8.3,71.45744,72.29024,72.31232
8.4,72.58008,71.95712,71.95136
8.5,72.95648,72.16368,72.192
8.6,72.8732,72.12368,72.07168
8.7,73.32968,71.45744,71.47008
8.8,71.70728,71.83064,71.83104
8.9,69.45872,71.95712,71.95136
9.0,13.57464,6.74568,6.73792
9.1,4.24728,4.66368,4.69248
9.2,2.74824,4.49712,4.45184
9.3,0.0,4.41384,4.45184
9.4,0.0,4.66368,4.69248
9.5,0.0,4.9968,4.93312
9.6,0.0,4.79016,4.8128
9.7,0.0,5.08008,5.05344
9.8,0.0,4.66368,4.69248
9.9,0.0,4.83024,4.8128
10.0,0.0,47.51288,48.48896
10.1,110.84888,34.39464,62.20544
10.2,72.20696,72.20696,72.192
10.3,72.74672,72.4568,72.43264
10.4,72.8732,71.91392,71.95136
10.5,72.54008,71.95712,71.95136
10.6,72.4968,72.12368,72.07168
10.7,67.62656,71.664,71.71072
10.8,71.2076,71.37416,71.34976
10.9,72.08048,71.91392,71.95136
11.0,15.45,7.28856,7.2192
11.1,4.66368,4.66368,4.69248
11.2,4.66368,4.5804,4.57216
11.3,4.83024,4.66368,4.69248
11.4,2.66496,4.5804,4.57216
11.5,0.0,4.5804,4.57216
11.6,0.0,4.91352,4.93312
11.7,0.0,5.08008,5.05344
11.8,0.0,4.5804,4.57216
11.9,0.0,4.79024,4.8128
12.0,0.0,48.762,48.7296
12.1,36.72648,24.65088,62.32576
12.2,127.798,72.58016,72.55296
12.3,70.95776,72.29024,72.31232
12.4,72.78992,71.45744,71.47008
12.5,73.41288,71.95712,71.95136
12.6,73.12304,72.24696,72.192
12.7,73.04392,71.79056,71.83104
12.8,72.4136,71.58496,71.5904
12.9,69.62528,71.95712,71.95136
13.0,12.99168,7.74504,7.70048
13.1,4.164,4.49712,4.57216
13.2,4.5804,4.5804,4.57216
13.3,4.66368,4.74696,4.69248
13.4,4.2072,4.79016,4.8128
13.5,0.0,4.41384,4.45184
13.6,0.0,5.08008,5.05344
13.7,0.0,5.08008,5.05344
13.8,0.0,4.83024,4.8128
13.9,0.0,4.41384,4.45184
14.0,0.0,49.34504,49.3312
14.1,71.74736,29.94072,62.32576
14.2,97.69064,71.95712,71.95136
14.3,72.29024,72.4136,72.43264
14.4,72.62336,72.20696,72.192
14.5,72.9132,71.37416,71.34976
14.6,73.37288,72.24696,72.31232
14.7,69.9584,71.79056,71.71072
14.8,68.83256,71.83064,71.83104
14.9,64.5452,71.29088,71.34976
15.0,22.56888,7.74504,7.70048
15.1,4.5804,4.5804,4.57216
15.2,4.5804,4.33056,4.33152
15.3,5.04,5.04,5.05344
15.4,2.66496,4.33056,4.33152
15.5,0.0,4.91352,4.93312
15.6,0.0,4.5804,4.57216
15.7,0.0,4.91352,4.93312
15.8,0.0,4.83024,4.8128
15.9,0.0,4.41384,4.45184
16.0,0.0,48.84536,48.84992
16.1,53.42576,23.3616,62.20544
16.2,108.76688,72.08048,72.07168
16.3,73.37288,71.95712,71.95136
16.4,72.8732,72.20696,72.192
16.5,73.91256,71.49744,71.47008
16.6,72.54008,72.20696,72.192
16.7,70.58144,71.87384,71.95136
16.8,69.70856,72.24704,72.192
16.9,70.45808,72.4568,72.43264
17.0,13.49136,5.24664,5.29408
17.1,4.41384,4.33056,4.33152
17.2,4.74696,4.66368,4.69248
17.3,4.5804,4.5804,4.57216
17.4,3.08136,4.49712,4.45184
17.5,0.0,4.54032,4.57216
17.6,0.0,4.74696,4.69248
17.7,0.0,4.74696,4.8128
17.8,0.0,4.9968,4.93312
17.9,0.0,4.49712,4.57216
18.0,0.0,49.26176,49.21088
18.1,43.76528,27.81552,61.9648
18.2,124.9232,72.54008,72.55296
18.3,72.37352,72.83,72.7936
18.4,73.62272,72.29024,72.31232
18.5,71.91384,72.0404,72.07168
18.6,71.70728,71.83056,71.83104
18.7,69.1256,71.95712,71.95136
18.8,70.58144,71.49752,71.47008
18.9,72.20696,71.79056,71.83104
19.0,15.4068,6.74568,6.73792
19.1,4.41384,4.74696,4.69248
19.2,4.74696,4.33056,4.33152
19.3,5.12328,5.12328,5.17376
19.4,3.16464,4.49712,4.45184
19.5,0.0,4.41384,4.45184
19.6,0.0,4.91352,4.93312
19.7,0.0,4.83024,4.8128
19.8,0.0,4.5804,4.57216
19.9,0.0,4.83024,4.8128
20.0,0.0,48.92864,48.97024
20.1,35.06088,25.36032,61.84448
20.2,128.54752,72.74672,72.7936
20.3,73.20632,72.54008,72.55296
20.4,71.45744,71.87384,71.83104
20.5,72.9132,72.0404,72.07168
20.6,72.78992,72.0804,72.07168
20.7,73.45616,71.45744,71.47008
20.8,72.66344,71.83064,71.83104
20.9,59.9648,71.87384,71.83104
21.0,22.56888,6.99552,6.97856
21.1,4.164,4.5804,4.57216
21.2,5.08008,4.91352,4.93312
21.3,4.41384,4.33056,4.33152
21.4,3.3744,4.79016,4.8128
21.5,0.0,4.66368,4.69248
21.6,0.0,4.74696,4.69248
21.7,0.0,4.9968,5.05344
21.8,0.0,4.74696,4.69248
21.9,0.0,4.66368,4.69248
22.0,0.0,49.01192,48.97024
22.1,37.72584,26.10984,62.32576
22.2,130.2964,72.08048,72.07168
22.3,70.04168,72.29024,72.31232
22.4,71.624,72.20696,72.192
22.5,71.16432,72.29024,72.31232
22.6,72.20696,71.99712,71.95136
22.7,73.20632,71.624,71.5904
22.8,71.83064,71.83064,71.83104
22.9,72.8732,71.79056,71.83104
23.0,12.40872,6.99552,6.97856
23.1,4.66368,4.41384,4.45184
23.2,4.49712,4.5804,4.57216
23.3,4.70688,4.6236,4.57216
23.4,3.3312,4.66368,4.69248
23.5,0.0,4.41384,4.45184
23.6,0.0,4.74696,4.69248
23.7,0.0,4.91352,4.93312
23.8,0.0,4.83024,4.8128
23.9,0.0,4.33056,4.33152
24.0,0.0,49.5116,49.57184
24.1,34.39464,25.11048,62.32576
24.2,128.79736,72.33032,72.31232
24.3,72.4568,72.62336,72.67328
24.4,73.62272,71.45744,71.47008
24.5,71.41416,71.624,71.5904
24.6,72.54008,72.16368,72.192
24.7,73.706,71.87384,71.83104
24.8,71.41424,71.41424,71.47008
24.9,66.04424,72.12368,72.07168
25.0,18.23832,7.9116,7.94112
25.1,4.66368,4.5804,4.57216
25.2,4.5804,4.5804,4.57216
25.3,4.24728,4.70688,4.69248
25.4,4.04064,4.91352,4.93312
25.5,0.0,4.83024,4.8128
25.6,0.0,4.41384,4.45184
25.7,0.0,5.08008,5.05344
25.8,0.0,4.66368,4.69248
25.9,0.0,4.49712,4.45184
26.0,0.0,49.42832,49.45152
26.1,72.16376,29.94072,62.08512
26.2,97.60736,72.37352,72.31232
26.3,72.54008,72.49688,72.55296
26.4,73.2896,71.624,71.5904
26.5,72.74664,72.0404,72.07168
26.6,71.95712,72.24696,72.192
26.7,68.79248,71.70728,71.71072
26.8,71.74736,71.41424,71.47008
26.9,70.95776,71.87384,71.83104
27.0,15.65664,7.66176,7.70048
27.1,4.49712,4.5804,4.57216
27.2,4.5804,4.49712,4.45184
27.3,4.70688,4.70688,4.69248
27.4,2.74824,4.41384,4.45184
27.5,0.0,4.91352,4.93312
27.6,0.0,4.83024,4.8128
27.7,0.0,4.91352,4.93312
27.8,0.0,4.74696,4.69248
27.9,0.0,4.5804,4.57216
28.0,0.0,48.6788,48.7296
28.1,37.22616,25.19376,62.08512
28.2,129.4636,72.78992,72.7936
28.3,70.45808,71.91392,71.95136
28.4,70.54136,71.95712,71.95136
28.5,72.82992,71.95712,71.95136
28.6,73.95584,72.16368,72.192
28.7,72.8732,71.12432,71.10912
28.8,72.24704,71.83064,71.83104
28.9,70.29152,71.95712,71.95136
29.0,12.82512,7.32864,7.33952
29.1,4.49712,4.49712,4.45184
29.2,4.33056,4.66368,4.69248
29.3,4.74696,4.66368,4.69248
29.4,3.3744,4.37376,4.33152
29.5,0.0,4.66368,4.69248
29.6,0.0,4.91352,4.93312
29.7,0.0,4.83024,4.8128
29.8,0.0,4.5804,4.57216
29.9,0.0,4.91352,4.93312
30.0,0.0,48.84536,48.84992
30.1,39.47472,29.02464,62.5664
30.2,129.96328,72.54008,72.55296
30.3,72.54424,72.08048,72.07168
30.4,72.12368,72.04456,72.07168
30.5,73.49616,72.4568,72.43264
30.6,69.9584,71.83056,71.83104
30.7,69.29216,71.87384,71.83104
30.8,73.07984,71.83064,71.83104
30.9,71.87384,71.79056,71.83104
31.0,14.1576,6.6624,6.6176
31.1,3.16464,2.99808,3.008
31.2,2.74824,2.74824,2.76736
31.3,5.08008,5.08008,5.05344
31.4,2.70816,4.79016,4.8128
31.5,0.0,4.91352,4.93312
31.6,0.0,4.49712,4.45184
31.7,0.0,4.91352,4.93312
31.8,0.0,3.58104,3.6096
31.9,0.0,3.24792,3.24864
32.0,0.0,52.34312,52.3392
32.1,74.4956,29.69088,63.04768
32.2,85.03208,72.12368,72.07168
32.3,82.95008,72.08048,72.07168
32.4,73.12304,71.79056,71.83104
32.5,72.4968,71.87384,71.83104
32.6,74.45552,72.99648,73.03424
32.7,72.20696,71.95712,71.95136
32.8,71.66408,71.9972,71.95136
32.9,69.04232,72.0404,72.07168
33.0,13.49136,7.32864,7.33952
33.1,5.08008,4.91352,4.93312
33.2,4.70688,4.45704,4.45184
33.3,4.5804,4.5804,4.57216
33.4,3.24792,4.83024,4.8128
33.5,0.0,4.164,4.2112
33.6,0.0,5.24664,5.17376
33.7,0.0,4.91352,4.93312
33.8,0.0,4.5804,4.57216
33.9,0.0,4.9968,5.05344
34.0,0.0,48.51224,48.48896
34.1,41.88984,23.52816,62.08512
34.2,121.80184,72.58016,72.55296
34.3,73.53944,72.54008,72.55296
34.4,69.70856,72.0404,72.07168
34.5,72.16368,72.0804,72.07168
34.6,72.70664,72.0404,72.07168
34.7,73.20632,71.70728,71.71072
34.8,72.49688,71.49752,71.47008
34.9,62.13008,71.87384,71.83104
35.0,21.15312,6.82896,6.85824
35.1,4.5804,4.5804,4.57216
35.2,5.08008,5.08008,5.05344
35.3,3.83088,4.164,4.2112
35.4,4.2072,5.04,5.05344
35.5,0.0,4.49712,4.45184
35.6,0.0,4.33056,4.33152
35.7,0.0,5.24664,5.29408
35.8,0.0,4.5804,4.57216
35.9,0.0,4.49712,4.45184
36.0,0.03312,49.0952,49.09056
36.1,0.0,9.65352,62.68672
36.2,0.0,0.0,71.95136
36.3,0.0,0.0,0.96256
