# duration_ms: 36301
# ingress_avg: 28.780
# throughput_avg: 28.780
# capacity_avg: 37.116
# utilization: 77.541
seconds,ingress,throughput,capacity
26.57,60.7944,78.2832,78.208
26.58,83.28,68.2896,68.5824
26.59,74.952,72.0536,72.192
26.6,75.3848,69.9552,69.7856
26.61,72.4536,69.9552,69.7856
26.62,76.6176,68.2896,68.5824
26.63,66.624,74.952,74.5984
26.64,74.952,73.2864,73.3952
26.65,65.7912,77.0496,77.0048
26.66,74.952,76.6176,77.0048
26.67,73.7184,71.6208,70.9888
26.68,51.6336,70.788,70.9888
26.69,87.444,69.9552,69.7856
26.7,79.116,69.1224,69.7856
26.71,60.7944,66.624,66.176
26.72,79.116,73.7192,73.3952
26.73,72.8864,73.2864,73.3952
26.74,69.1224,74.1192,74.5984
26.75,64.1256,78.2832,78.208
26.76,55.7976,72.4536,72.192
26.77,75.7848,69.5544,69.7856
26.78,69.9552,69.9552,69.7856
26.79,61.2264,69.9552,69.7856
26.8,79.116,65.7912,66.176
26.81,75.7848,72.4536,72.192
26.82,75.7848,73.2864,73.3952
26.83,75.7848,74.952,74.5984
26.84,70.788,77.0504,77.0048
26.85,65.3912,74.1192,74.5984
26.86,64.9584,70.788,70.9888
26.87,61.6272,69.9552,69.7856
26.88,72.4536,69.9552,69.7856
26.89,75.7848,65.7912,66.176
26.9,64.9584,70.3872,69.7856
26.91,75.384,73.2864,73.3952
26.92,74.1192,74.1192,74.5984
26.93,64.9584,78.2832,78.208
26.94,72.4536,73.2864,73.3952
26.95,82.4472,74.1192,73.3952
26.96,66.624,69.5552,69.7856
26.97,78.716,69.9552,69.7856
26.98,59.1288,64.9584,64.9728
26.99,70.788,70.788,70.9888
27.0,86.6112,19.1544,19.2512
27.01,15.8232,9.9936,9.6256
27.02,8.328,9.1608,9.6256
27.03,11.6592,9.9936,9.6256
27.04,9.1608,4.164,4.8128
27.05,4.164,4.9968,4.8128
27.06,5.8296,4.9968,4.8128
27.07,4.9968,4.9968,4.8128
27.08,4.9968,4.9968,4.8128
27.09,4.9968,4.164,4.8128
27.1,4.164,4.9968,4.8128
27.11,4.9968,3.3312,3.6096
27.12,3.3312,4.9968,4.8128
27.13,4.9968,4.9968,4.8128
27.14,4.9968,4.9968,4.8128
27.15,5.8296,4.9968,4.8128
27.16,4.9968,3.3312,3.6096
27.17,3.3312,4.9968,4.8128
27.18,4.9968,4.164,4.8128
27.19,3.3312,4.9968,4.8128
27.2,4.9968,4.9968,4.8128
27.21,4.9968,4.9968,4.8128
27.22,3.3312,3.3312,3.6096
27.23,4.9968,4.9968,4.8128
27.24,4.9968,4.9968,4.8128
27.25,5.8296,4.164,4.8128
27.26,4.9968,4.164,3.6096
27.27,3.3312,4.9968,4.8128
27.28,4.9968,3.3312,3.6096
27.29,3.3312,4.9968,4.8128
27.3,4.9968,4.164,4.8128
27.31,3.3312,3.7632,3.6096
27.32,5.4288,4.9968,4.8128
27.33,3.3312,3.3312,3.6096
27.34,5.8296,6.6624,6.016
27.35,4.9968,4.164,4.8128
27.36,4.9968,4.164,3.6096
27.37,3.3312,4.9968,4.8128
27.38,5.8296,5.8296,6.016
27.39,4.9968,4.9968,4.8128
27.4,4.9968,4.164,4.8128
27.41,3.3312,4.164,3.6096
27.42,4.9968,4.164,4.8128
27.43,4.9968,4.9968,4.8128
27.44,5.8296,4.9968,4.8128
27.45,3.3312,3.3312,3.6096
27.46,0.0,4.9968,4.8128
27.47,0.0,4.9968,4.8128
27.48,0.0,4.9968,4.8128
27.49,0.0,3.3312,3.6096
27.5,0.0,5.8296,6.016
27.51,0.0,4.9968,4.8128
27.52,0.0,5.8296,6.016
27.53,0.0,4.9968,4.8128
27.54,0.0,4.9968,4.8128
27.55,0.0,4.9968,4.8128
27.56,0.0,4.164,4.8128
27.57,0.0,4.9968,4.8128
27.58,0.0,4.9968,4.8128
27.59,0.0,3.3312,3.6096
27.6,0.0,4.9968,4.8128
27.61,0.0,4.9968,4.8128
27.62,0.0,4.9968,4.8128
27.63,0.0,3.3312,3.6096
27.64,0.0,4.9968,4.8128
27.65,0.0,4.164,4.8128
27.66,0.0,6.6624,6.016
27.67,0.0,4.164,4.8128
27.68,0.0,4.9968,4.8128
27.69,0.0,4.9968,4.8128
27.7,0.0,5.8296,6.016
27.71,0.0,4.9968,4.8128
27.72,0.0,4.9968,4.8128
27.73,0.0,4.9968,4.8128
27.74,0.0,4.164,4.8128
27.75,0.0,4.9968,4.8128
27.76,0.0,4.9968,4.8128
27.77,0.0,4.9968,4.8128
27.78,0.0,4.164,4.8128
27.79,0.0,4.9968,4.8128
27.8,0.0,4.9968,4.8128
27.81,0.0,4.9968,4.8128
27.82,0.0,5.8296,6.016
27.83,0.0,3.3312,3.6096
27.84,0.0,4.9968,4.8128
27.85,0.0,4.9968,4.8128
27.86,0.0,4.9968,4.8128
27.87,0.0,3.3312,3.6096
27.88,0.0,4.9968,4.8128
27.89,0.0,4.9968,4.8128
27.9,0.0,4.164,4.8128
27.91,0.0,4.9968,4.8128
27.92,0.0,4.9968,4.8128
27.93,0.0,3.3312,3.6096
27.94,0.0,4.164,3.6096
27.95,0.0,4.164,4.8128
27.96,0.0,4.9968,4.8128
27.97,0.0,4.9968,4.8128
27.98,0.0,4.9968,4.8128
27.99,0.0,4.9968,4.8128
28.0,0.0,38.3088,38.5024
28.01,0.0,49.1352,49.3312
28.02,0.0,39.5744,39.7056
28.03,0.0,35.8104,36.096
28.04,0.0,50.8008,50.5344
28.05,0.0,49.1352,49.3312
28.06,0.0,75.7848,75.8016
28.07,0.0,49.968,49.3312
28.08,0.0,47.4696,48.128
28.09,0.0,50.8008,50.5344
28.1,0.0,47.9016,48.128
28.11,0.0,37.476,50.5344
28.12,0.8328,0.8328,50.5344
28.13,0.8328,0.8328,48.128
28.14,0.8328,0.8328,61.3632
28.15,0.8328,0.8328,68.5824
28.16,0.8328,0.8328,70.9888
28.17,73.2864,14.1576,74.5984
28.18,152.4024,73.2864,73.3952
28.19,142.4088,74.952,74.5984
28.2,147.8384,76.6176,77.0048
28.21,146.5728,69.9552,69.7856
28.22,137.412,70.788,70.9888
28.23,142.008,72.0536,72.192
28.24,146.5728,69.1224,68.5824
28.25,150.7368,68.2896,68.5824
28.26,132.848,74.1192,74.5984
28.27,139.9104,74.1192,73.3952
28.28,92.4408,74.1192,74.5984
28.29,58.296,78.7152,78.208
28.3,39.1416,70.788,70.9888
28.31,63.7248,69.9552,69.7856
28.32,63.2928,70.788,70.9888
28.33,77.4504,68.2896,68.5824
28.34,109.0968,67.4568,67.3792
28.35,66.624,73.7192,73.3952
28.36,72.8864,73.2864,73.3952
28.37,74.952,74.1192,74.5984
28.38,74.1192,77.4504,77.0048
28.39,63.2928,73.2864,73.3952
28.4,64.9584,69.9552,69.7856
28.41,62.46,72.4536,72.192
28.42,74.952,67.8888,68.5824
28.43,65.3904,66.624,66.176
28.44,69.9552,72.4536,72.192
28.45,79.9488,73.2864,73.3952
28.46,72.4536,74.1192,74.5984
28.47,74.1192,78.716,78.208
28.48,78.716,73.2864,73.3952
28.49,62.46,70.788,70.9888
28.5,71.6208,70.788,70.9888
28.51,79.116,69.1224,68.5824
28.52,64.1256,65.7912,66.176
28.53,71.6208,70.788,70.9888
28.54,74.1192,73.7184,73.3952
28.55,73.7184,74.1192,74.5984
28.56,73.2864,77.4504,77.0048
28.57,78.2832,73.2864,73.3952
28.58,72.4536,73.2864,73.3952
28.59,69.9552,71.2208,70.9888
28.6,80.3816,68.2896,68.5824
28.61,59.1288,67.4568,67.3792
28.62,76.6176,70.788,70.9888
28.63,69.1224,71.6208,70.9888
28.64,81.6144,74.1192,74.5984
28.65,63.2928,79.9488,79.4112
28.66,85.7784,74.5512,74.5984
28.67,75.384,73.2864,73.3952
28.68,74.1192,71.6208,72.192
28.69,74.1192,69.9552,69.7856
28.7,70.788,64.9584,64.9728
28.71,66.624,71.2208,70.9888
28.72,72.8864,68.2896,68.5824
28.73,66.624,73.2864,73.3952
28.74,79.116,78.2832,78.208
28.75,72.4536,74.1192,73.3952
28.76,73.2864,73.2864,73.3952
28.77,68.2896,73.2864,73.3952
28.78,83.28,68.7216,68.5824
28.79,75.384,65.7912,66.176
28.8,64.1256,69.9552,69.7856
28.81,72.4536,70.788,70.9888
28.82,74.1192,72.4536,72.192
28.83,75.7848,77.0504,77.0048
28.84,64.5584,74.1192,74.5984
28.85,73.2864,73.2864,73.3952
28.86,73.2864,74.952,74.5984
28.87,74.1192,69.9552,69.7856
28.88,77.4504,65.7912,66.176
28.89,73.2864,69.9552,69.7856
28.9,70.788,71.22,70.9888
28.91,69.5544,69.9552,69.7856
28.92,75.7848,77.4504,78.208
28.93,69.1224,74.1192,73.3952
28.94,75.7848,73.2864,73.3952
28.95,65.7912,74.552,74.5984
28.96,73.7192,71.6208,72.192
28.97,46.6368,66.624,66.176
28.98,65.7912,69.9552,69.7856
28.99,89.9424,70.788,70.9888
29.0,71.6208,18.3216,18.048
29.01,9.9936,10.8264,10.8288
29.02,9.1608,9.1608,9.6256
29.03,7.4952,5.8296,6.016
29.04,4.9968,4.9968,4.8128
29.05,5.8296,4.9968,4.8128
29.06,4.9968,4.9968,4.8128
29.07,4.9968,4.9968,4.8128
29.08,4.164,4.164,4.8128
29.09,4.9968,4.9968,4.8128
29.1,4.9968,4.9968,4.8128
29.11,4.9968,3.3312,3.6096
29.12,3.3312,4.9968,4.8128
29.13,4.9968,4.9968,4.8128
29.14,3.3312,3.3312,3.6096
29.15,5.8296,4.9968,4.8128
29.16,4.164,3.3312,3.6096
29.17,3.3312,4.164,3.6096
29.18,4.9968,5.8296,6.016
29.19,4.9968,4.9968,4.8128
29.2,4.164,4.164,4.8128
29.21,4.164,4.9968,4.8128
29.22,2.4984,4.9968,4.8128
29.23,4.164,3.3312,3.6096
29.24,4.164,4.164,3.6096
29.25,3.3312,4.164,4.8128
29.26,3.3312,4.9968,4.8128
29.27,6.6624,4.9968,4.8128
29.28,4.164,4.9968,4.8128
29.29,6.6624,5.8296,6.016
29.3,5.8296,4.9968,4.8128
29.31,3.3312,3.3312,3.6096
29.32,4.9968,4.9968,4.8128
29.33,4.9968,4.9968,4.8128
29.34,4.9968,5.8296,6.016
29.35,4.164,3.3312,3.6096
29.36,4.164,4.9968,4.8128
29.37,4.164,4.9968,4.8128
29.38,6.6624,4.164,4.8128
29.39,4.164,4.9968,4.8128
29.4,4.9968,5.4288,4.8128
29.41,3.7632,3.3312,3.6096
29.42,4.9968,3.3312,3.6096
29.43,3.3312,4.164,3.6096
29.44,4.164,4.164,4.8128
29.45,4.164,4.164,3.6096
29.46,4.164,4.164,4.8128
29.47,4.164,4.9968,4.8128
29.48,0.0,4.9968,4.8128
29.49,0.0,4.9968,4.8128
29.5,0.0,4.9968,4.8128
29.51,0.0,3.3312,3.6096
29.52,0.0,4.9968,4.8128
29.53,0.0,3.3312,3.6096
29.54,0.0,4.9968,4.8128
29.55,0.0,5.8296,6.016
29.56,0.0,4.9968,4.8128
29.57,0.0,4.9968,4.8128
29.58,0.0,4.164,4.8128
29.59,0.0,4.9968,4.8128
29.6,0.0,4.9968,4.8128
29.61,0.0,4.9968,4.8128
29.62,0.0,4.164,4.8128
29.63,0.0,4.9968,4.8128
29.64,0.0,4.9968,4.8128
29.65,0.0,4.9968,4.8128
29.66,0.0,5.8296,6.016
29.67,0.0,4.9968,4.8128
29.68,0.0,4.9968,4.8128
29.69,0.0,4.164,4.8128
29.7,0.0,4.9968,4.8128
29.71,0.0,4.9968,4.8128
29.72,0.0,4.9968,4.8128
29.73,0.0,4.164,4.8128
29.74,0.0,4.9968,4.8128
29.75,0.0,4.9968,4.8128
29.76,0.0,4.9968,4.8128
29.77,0.0,4.9968,4.8128
29.78,0.0,4.164,4.8128
29.79,0.0,4.9968,4.8128
29.8,0.0,4.9968,4.8128
29.81,0.0,4.9968,4.8128
29.82,0.0,5.8296,6.016
29.83,0.0,3.3312,3.6096
29.84,0.0,4.9968,4.8128
29.85,0.0,4.9968,4.8128
29.86,0.0,4.9968,4.8128
29.87,0.0,3.3312,3.6096
29.88,0.0,4.9968,4.8128
29.89,0.0,3.3312,3.6096
29.9,0.0,4.9968,4.8128
29.91,0.0,4.9968,4.8128
29.92,0.0,4.164,4.8128
29.93,0.0,4.164,3.6096
29.94,0.0,5.8296,6.016
29.95,0.0,4.9968,4.8128
29.96,0.0,4.164,4.8128
29.97,0.0,4.9968,4.8128
29.98,0.0,5.8296,6.016
29.99,0.0,4.9968,4.8128
30.0,0.0,44.9712,44.5184
30.01,0.0,47.0696,46.9248
30.02,0.0,44.1384,44.5184
30.03,0.0,43.3056,43.3152
30.04,0.0,49.1352,49.3312
30.05,0.0,48.3024,48.128
30.06,0.0,61.6272,61.3632
30.07,0.0,51.6336,51.7376
30.08,0.0,50.8008,50.5344
30.09,0.0,47.4696,48.128
30.1,0.0,49.968,49.3312
30.11,0.0,40.4064,49.3312
30.12,0.8328,0.8328,49.3312
30.13,0.8328,0.8328,50.5344
30.14,0.8328,0.8328,64.9728
30.15,0.8328,0.8328,67.3792
30.16,0.8328,0.8328,69.7856
30.17,133.248,43.3056,72.192
30.18,131.5824,73.2864,73.3952
30.19,125.7528,79.116,79.4112
30.2,141.176,73.2864,73.3952
30.21,138.2448,74.952,74.5984
30.22,127.4184,74.552,74.5984
30.23,147.0048,70.788,70.9888
30.24,146.5728,65.7912,66.176
30.25,149.0712,69.9552,69.7856
30.26,144.5072,70.788,70.9888
30.27,141.576,72.4536,72.192
30.28,93.2736,78.2832,78.208
30.29,70.788,74.5512,74.5984
30.3,73.7184,73.2864,73.3952
30.31,72.4536,74.952,74.5984
30.32,78.2832,72.4536,72.192
30.33,74.952,65.7912,66.176
30.34,71.6208,69.5552,69.7856
30.35,68.7224,69.9552,69.7856
30.36,68.2896,69.9552,69.7856
30.37,79.1576,78.2832,78.208
30.38,67.4568,73.2864,73.3952
30.39,70.788,73.2864,73.3952
30.4,73.2864,74.952,74.5984
30.41,75.7848,72.8856,73.3952
30.42,78.7152,66.624,66.176
30.43,71.6208,69.1224,69.7856
30.44,75.7848,69.9552,69.7856
30.45,72.4536,69.9552,69.7856
30.46,65.7912,76.2176,75.8016
30.47,76.2176,74.1608,74.5984
30.48,70.788,73.2864,73.3952
30.49,60.7944,73.2864,73.3952
30.5,79.116,75.7848,75.8016
30.51,76.6176,66.624,66.176
30.52,74.1192,69.9552,69.7856
30.53,73.2864,69.5544,69.7856
30.54,74.5512,69.9552,69.7856
30.55,70.788,74.1192,74.5984
30.56,68.2896,73.2864,73.3952
30.57,78.2832,74.1192,73.3952
30.58,74.1192,74.552,74.5984
30.59,65.7912,76.6176,77.0048
30.6,56.2304,66.624,66.176
30.61,84.1128,69.1224,69.7856
30.62,71.6208,69.9552,69.7856
30.63,58.296,69.9552,69.7856
30.64,91.608,72.4536,72.192
30.65,46.6368,76.6176,77.0048
30.66,96.6048,74.5512,74.5984
30.67,52.0656,73.2864,73.3952
30.68,84.1128,78.2832,78.208
30.69,58.296,67.4568,67.3792
30.7,64.1256,69.5552,69.7856
30.71,79.9488,71.6208,70.9888
30.72,68.7224,68.2896,68.5824
30.73,79.9488,70.788,70.9888
30.74,64.1256,73.2864,73.3952
30.75,65.7912,73.2864,73.3952
30.76,77.4504,74.952,74.5984
30.77,74.1192,76.6176,77.0048
30.78,66.624,70.3872,69.7856
30.79,52.0656,69.9552,69.7856
30.8,84.1128,70.788,70.9888
30.81,70.788,68.2896,68.5824
30.82,64.9584,69.1224,68.5824
30.83,73.2864,74.552,74.5984
30.84,74.552,73.2864,73.3952
30.85,70.788,73.2864,73.3952
30.86,78.2832,78.2832,78.208
30.87,68.2896,70.788,70.9888
30.88,59.9616,69.9552,69.7856
30.89,85.7784,69.9552,69.7856
30.9,59.9616,69.5544,69.7856
30.91,85.3776,67.4568,67.3792
30.92,66.624,73.2864,73.3952
30.93,73.2864,73.2864,73.3952
30.94,73.2864,74.952,74.5984
30.95,74.952,77.0504,77.0048
30.96,77.0504,73.2864,73.3952
30.97,72.4536,69.1224,69.7856
30.98,67.4568,69.9552,69.7856
30.99,68.2896,69.9552,69.7856
31.0,79.116,19.1544,19.2512
31.01,18.3216,9.9936,9.6256
31.02,10.8264,6.6624,7.2192
31.03,6.6624,4.9968,4.8128
31.04,4.9968,4.9968,4.8128
31.05,4.9968,4.9968,4.8128
31.06,4.9968,4.9968,4.8128
31.07,4.9968,4.164,4.8128
31.08,3.3312,2.4984,2.4064
31.09,3.3312,4.164,3.6096
31.1,4.164,0.8328,1.2032
31.11,0.8328,2.4984,2.4064
31.12,2.4984,3.3312,3.6096
31.13,2.4984,2.4984,2.4064
31.14,3.3312,3.3312,3.6096
31.15,2.4984,4.164,3.6096
31.16,4.9968,4.9968,4.8128
31.17,3.3312,1.6656,2.4064
31.18,3.3312,4.9968,4.8128
31.19,4.164,1.6656,1.2032
31.2,2.4984,2.4984,2.4064
31.21,3.3312,1.6656,2.4064
31.22,2.4984,4.9968,4.8128
31.23,3.3312,2.4984,2.4064
31.24,4.164,2.4984,2.4064
31.25,0.8328,2.4984,2.4064
31.26,2.4984,4.9968,4.8128
31.27,3.3312,2.4984,2.4064
31.28,4.164,3.3312,3.6096
31.29,0.8328,0.0,0.0
31.3,3.3312,2.4984,2.4064
31.31,2.4984,5.8296,6.016
31.32,7.4952,5.8296,6.016
31.33,4.9968,5.8296,6.016
31.34,5.8296,4.9968,4.8128
31.35,5.8296,4.9968,4.8128
31.36,4.9968,4.9968,4.8128
31.37,3.3312,4.9968,4.8128
31.38,5.8296,5.8296,6.016
31.39,6.6624,4.9968,4.8128
31.4,4.164,4.164,4.8128
31.41,5.4288,5.4288,4.8128
31.42,4.164,4.164,4.8128
31.43,4.9968,4.9968,4.8128
31.44,4.9968,3.3312,3.6096
31.45,3.3312,4.164,3.6096
31.46,0.0,5.8296,6.016
31.47,0.0,5.8296,6.016
31.48,0.0,4.9968,4.8128
31.49,0.0,4.9968,4.8128
31.5,0.0,4.9968,4.8128
31.51,0.0,5.8296,6.016
31.52,0.0,5.8296,6.016
31.53,0.0,4.9968,4.8128
31.54,0.0,4.9968,4.8128
31.55,0.0,3.3312,3.6096
31.56,0.0,4.9968,4.8128
31.57,0.0,4.9968,4.8128
31.58,0.0,4.164,4.8128
31.59,0.0,4.9968,4.8128
31.6,0.0,3.3312,3.6096
31.61,0.0,4.9968,4.8128
31.62,0.0,4.164,3.6096
31.63,0.0,4.164,4.8128
31.64,0.0,4.9968,4.8128
31.65,0.0,4.9968,4.8128
31.66,0.0,3.3312,3.6096
31.67,0.0,4.9968,4.8128
31.68,0.0,4.9968,4.8128
31.69,0.0,4.9968,4.8128
31.7,0.0,4.164,4.8128
31.71,0.0,4.164,3.6096
31.72,0.0,4.164,4.8128
31.73,0.0,4.9968,4.8128
31.74,0.0,4.9968,4.8128
31.75,0.0,4.9968,4.8128
31.76,0.0,4.9968,4.8128
31.77,0.0,4.164,4.8128
31.78,0.0,6.6624,6.016
31.79,0.0,5.8296,6.016
31.8,0.0,4.9968,4.8128
31.81,0.0,3.3312,3.6096
31.82,0.0,3.3312,3.6096
31.83,0.0,4.164,3.6096
31.84,0.0,4.164,4.8128
31.85,0.0,2.4984,2.4064
31.86,0.0,4.164,3.6096
31.87,0.0,1.6656,2.4064
31.88,0.0,2.4984,2.4064
31.89,0.0,4.9968,4.8128
31.9,0.0,2.4984,2.4064
31.91,0.0,3.3312,3.6096
31.92,0.0,4.164,3.6096
31.93,0.0,2.4984,2.4064
31.94,0.0,3.3312,3.6096
31.95,0.0,4.9968,4.8128
31.96,0.0,2.4984,2.4064
31.97,0.0,1.6656,2.4064
31.98,0.0,2.4984,2.4064
31.99,0.0,4.9968,4.8128
32.0,0.0,31.6464,31.2832
32.01,0.0,27.4824,27.6736
32.02,0.0,38.3088,38.5024
32.03,0.0,52.8992,52.9408
32.04,0.0,49.1352,49.3312
32.05,0.0,53.2992,52.9408
32.06,0.0,80.7816,80.6144
32.07,0.0,87.444,87.8336
32.08,0.0,51.6336,51.7376
32.09,0.0,50.8008,50.5344
32.1,0.0,55.7976,55.3472
32.11,0.8328,19.5864,50.5344
32.12,0.8328,0.8328,48.128
32.13,0.8328,0.8328,49.3312
32.14,0.8328,0.8328,60.16
32.15,0.8328,0.0,68.5824
32.16,0.0,0.8328,74.5984
32.17,244.0104,70.788,75.8016
32.18,248.6072,73.2864,73.3952
32.19,248.1744,74.1192,74.5984
32.2,251.9376,71.6208,70.9888
32.21,119.9232,70.788,70.9888
32.22,61.6272,68.7224,68.5824
32.23,68.2896,67.4568,67.3792
32.24,82.0472,70.788,70.9888
32.25,69.1224,73.2864,73.3952
32.26,76.6176,73.2864,73.3952
32.27,24.984,78.2832,78.208
32.28,50.8008,73.2864,73.3952
32.29,44.9712,73.7184,73.3952
32.3,177.8184,69.9552,69.7856
32.31,63.2928,69.1224,69.7856
32.32,84.9456,67.4568,67.3792
32.33,54.132,69.9552,69.7856
32.34,74.1192,70.788,70.9888
32.35,69.9552,74.552,74.5984
32.36,78.716,77.4504,77.0048
32.37,77.4504,74.1192,74.5984
32.38,79.9488,74.952,74.5984
32.39,69.1224,72.4536,72.192
32.4,77.4504,69.9552,69.7856
32.41,64.9584,67.056,67.3792
32.42,76.2168,69.9552,69.7856
32.43,60.7944,70.788,70.9888
32.44,79.116,72.4536,72.192
32.45,68.2896,78.2832,78.208
32.46,78.2832,73.2864,73.3952
32.47,73.2864,72.8864,73.3952
32.48,77.8832,73.2864,73.3952
32.49,74.952,69.9552,69.7856
32.5,69.9552,66.624,66.176
32.51,79.116,69.1224,69.7856
32.52,65.7912,71.6208,70.9888
32.53,61.6272,72.0528,72.192
32.54,69.5544,76.6176,77.0048
32.55,79.9488,73.2864,73.3952
32.56,73.2864,74.952,74.5984
32.57,74.1192,74.952,74.5984
32.58,68.2896,69.1224,69.7856
32.59,83.28,70.388,69.7856
32.6,72.0536,69.1224,69.7856
32.61,71.6208,71.6208,70.9888
32.62,69.1224,71.6208,72.192
32.63,81.6144,79.9488,79.4112
32.64,61.6272,76.6176,77.0048
32.65,75.7848,76.2168,75.8016
32.66,84.5448,76.6176,77.0048
32.67,73.2864,72.4536,72.192
32.68,76.6176,65.7912,66.176
32.69,78.2832,69.9552,69.7856
32.7,67.4568,70.788,70.9888
32.71,74.1192,70.388,69.7856
32.72,71.2208,76.6176,77.0048
32.73,61.6272,73.2864,73.3952
32.74,70.788,74.952,74.5984
32.75,82.4472,73.2864,73.3952
32.76,70.788,74.952,74.5984
32.77,76.6176,65.3904,66.176
32.78,73.7184,69.9552,69.7856
32.79,73.2864,69.9552,69.7856
32.8,74.1192,69.9552,69.7856
32.81,69.9552,75.7848,75.8016
32.82,68.2896,73.2864,73.3952
32.83,67.4568,73.7192,73.3952
32.84,71.2208,74.1192,74.5984
32.85,44.1384,75.7848,75.8016
32.86,109.9296,64.9584,64.9728
32.87,55.7976,70.788,70.9888
32.88,87.444,71.6208,70.9888
32.89,68.2896,69.9552,69.7856
32.9,72.4536,72.8856,73.3952
32.91,63.7248,73.2864,73.3952
32.92,80.7816,74.952,74.5984
32.93,44.1384,73.2864,73.3952
32.94,97.4376,78.2832,78.208
32.95,43.3056,64.5584,64.9728
32.96,75.7848,71.6208,70.9888
32.97,59.5616,69.1224,69.7856
32.98,72.4536,69.9552,69.7856
32.99,80.7816,72.4536,72.192
33.0,78.2832,11.6592,12.032
33.01,9.9936,9.9936,9.6256
33.02,8.328,9.1608,9.6256
33.03,6.6624,9.9936,9.6256
33.04,11.6592,7.4952,7.2192
33.05,4.164,4.164,4.8128
33.06,1.6656,4.9968,4.8128
33.07,4.9968,4.9968,4.8128
33.08,4.9968,4.9968,4.8128
33.09,4.164,5.8296,6.016
33.1,6.6624,4.9968,4.8128
33.11,4.164,4.9968,4.8128
33.12,6.6624,4.164,4.8128
33.13,3.3312,4.9968,4.8128
33.14,4.9968,5.8296,6.016
33.15,5.8296,4.9968,4.8128
33.16,4.9968,4.9968,4.8128
33.17,4.164,4.9968,4.8128
33.18,4.9968,4.164,4.8128
33.19,4.9968,4.9968,4.8128
33.2,5.8296,4.9968,4.8128
33.21,4.164,4.9968,4.8128
33.22,4.164,4.9968,4.8128
33.23,6.6624,3.3312,3.6096
33.24,3.3312,4.9968,4.8128
33.25,4.9968,3.3312,3.6096
33.26,3.3312,3.3312,3.6096
33.27,3.3312,4.9968,4.8128
33.28,6.6624,4.596,4.8128
33.29,4.596,4.9968,4.8128
33.3,2.4984,4.9968,4.8128
33.31,4.9968,3.3312,3.6096
33.32,4.164,4.9968,4.8128
33.33,4.9968,4.9968,4.8128
33.34,4.9968,3.3312,3.6096
33.35,3.3312,4.164,3.6096
33.36,4.164,5.8296,6.016
33.37,6.6624,3.3312,3.6096
33.38,4.9968,5.8296,6.016
33.39,4.9968,4.9968,4.8128
33.4,4.9968,4.9968,4.8128
33.41,3.3312,3.3312,3.6096
33.42,4.9968,4.9968,4.8128
33.43,4.164,3.3312,3.6096
33.44,4.164,4.9968,4.8128
33.45,4.9968,3.3312,3.6096
33.46,5.8296,7.4952,7.2192
33.47,0.0,5.8296,6.016
33.48,0.0,4.9968,4.8128
33.49,0.0,4.9968,4.8128
33.5,0.0,3.3312,3.6096
33.51,0.0,4.164,3.6096
33.52,0.0,3.3312,3.6096
33.53,0.0,3.3312,3.6096
33.54,0.0,4.9968,4.8128
33.55,0.0,4.9968,4.8128
33.56,0.0,3.3312,3.6096
33.57,0.0,4.9968,4.8128
33.58,0.0,4.9968,4.8128
33.59,0.0,4.164,4.8128
33.6,0.0,4.9968,4.8128
33.61,0.0,4.9968,4.8128
33.62,0.0,5.8296,6.016
33.63,0.0,7.4952,7.2192
33.64,0.0,3.3312,3.6096
33.65,0.0,5.8296,6.016
33.66,0.0,4.9968,4.8128
33.67,0.0,4.9968,4.8128
33.68,0.0,4.9968,4.8128
33.69,0.0,4.9968,4.8128
33.7,0.0,4.164,4.8128
33.71,0.0,4.9968,4.8128
33.72,0.0,4.9968,4.8128
33.73,0.0,4.9968,4.8128
33.74,0.0,4.164,4.8128
33.75,0.0,4.9968,4.8128
33.76,0.0,4.9968,4.8128
33.77,0.0,4.9968,4.8128
33.78,0.0,5.8296,6.016
33.79,0.0,4.9968,4.8128
33.8,0.0,4.9968,4.8128
33.81,0.0,4.164,4.8128
33.82,0.0,4.9968,4.8128
33.83,0.0,3.3312,3.6096
33.84,0.0,4.9968,4.8128
33.85,0.0,4.9968,4.8128
33.86,0.0,4.9968,4.8128
33.87,0.0,4.9968,4.8128
33.88,0.0,3.3312,3.6096
33.89,0.0,4.9968,4.8128
33.9,0.0,4.9968,4.8128
33.91,0.0,4.164,4.8128
33.92,0.0,4.9968,4.8128
33.93,0.0,4.9968,4.8128
33.94,0.0,5.8296,6.016
33.95,0.0,5.8296,6.016
33.96,0.0,4.9968,4.8128
33.97,0.0,4.9968,4.8128
33.98,0.0,4.9968,4.8128
33.99,0.0,4.164,4.8128
34.0,0.0,43.3056,43.3152
34.01,0.0,48.7352,48.128
34.02,0.0,47.4696,48.128
34.03,0.0,49.968,49.3312
34.04,0.0,28.3152,28.8768
34.05,0.0,49.968,49.3312
34.06,0.0,70.788,70.9888
34.07,0.0,49.1352,49.3312
34.08,0.0,49.1352,49.3312
34.09,0.0,48.3024,48.128
34.1,0.0,50.4,50.5344
34.11,0.0,39.1416,49.3312
34.12,0.8328,0.8328,49.3312
34.13,0.8328,0.8328,49.3312
34.14,0.8328,0.8328,63.7696
34.15,0.8328,0.8328,69.7856
34.16,0.8328,0.8328,67.3792
34.17,0.0,0.0,73.3952
34.18,197.3736,68.2896,74.5984
34.19,217.3608,73.2864,73.3952
34.2,240.2792,74.952,74.5984
