1628183115255	2	-1
1628183115272	2	3
1628183115272	2	6
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115272	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115273	2.5	9
1628183115274	2.5	9.1
1628183115274	2.5	9.2
1628183115274	2.5	9.3
1628183115274	2.5	9.4
1628183115274	2.5	9.5
1628183115274	2.5	9.6
1628183115275	2.5	9.8
1628183115275	2.5	10
1628183115275	2.5	10.2
1628183115275	2.5	10.4
1628183115275	2.5	10.5
1628183115276	2.5	10.7
1628183115276	2.5	10.9
1628183115276	2.5	11.1
1628183115276	2.5	11.3
1628183115276	2.5	11.5
1628183115276	2.5	11.6
1628183115276	2.5	11.7
1628183115276	2.5	11.8
1628183115277	2.5	12
1628183115277	2.5	12.2
1628183115277	2.5	12.3
1628183115277	2.5	12.4
1628183115277	2.5	12.5
1628183115278	2.5	12.7
1628183115278	2.5	12.9
1628183115278	2.5	13.1
1628183115278	2.5	13.3
1628183115278	2.5	13.5
1628183115278	2.5	13.6
1628183115279	2.5	13.8
1628183115279	2.5	14
1628183115279	2.5	14.2
1628183115279	2.5	14.4
1628183115279	2.5	14.5
1628183115279	2.5	14.6
1628183115280	2.5	14.8
1628183115280	2.5	15
1628183115280	2.5	15.2
1628183115280	2.5	15.4
1628183115280	2.5	15.5
1628183115280	2.5	15.6
1628183115281	2.5	15.8
1628183115281	2.5	16
1628183115281	2.5	16.2
1628183115281	2.5	16.4
1628183115281	2.5	16.5
1628183115281	2.5	16.6
1628183115281	2.5	16.7
1628183115282	2.5	16.8
1628183115282	2.5	16.9
1628183115282	2.5	17
1628183115282	2.5	17
1628183115282	2.5	17
1628183115282	2.5	17
1628183115283	2.5	17.1
1628183115283	2.5	17.2
1628183115283	2.5	17.3
1628183115283	2.5	17.4
1628183115283	2.5	17.5
1628183115284	2.5	17.7
1628183115284	2.5	17.9
1628183115284	2.5	18.1
1628183115284	2.5	18.3
1628183115284	2.5	18.5
1628183115284	2.5	18.6
1628183115285	2.5	18.8
1628183115285	2.5	19
1628183115285	2.5	19.2
1628183115285	2.5	19.4
1628183115285	2.5	19.5
1628183115286	2.5	19.7
1628183115286	2.5	19.9
1628183115286	2.5	20.1
1628183115286	2.5	20.3
1628183115286	2.5	20.5
1628183115287	2.5	20.7
1628183115287	2.5	20.9
1628183115287	2.5	21.1
1628183115287	2.5	21.3
1628183115287	2.5	21.5
1628183115287	2.5	21.6
1628183115288	2.5	21.8
1628183115288	2.5	22
1628183115288	2.5	22.2
1628183115288	2.5	22.4
1628183115288	2.5	22.5
1628183115288	2.5	22.6
1628183115288	2.5	22.7
1628183115289	2.5	22.9
1628183115289	2.5	23.1
1628183115289	2.5	23.3
1628183115289	2.5	23.4
1628183115289	2.5	23.5
1628183115289	2.5	23.6
1628183115290	2.5	23.7
1628183115290	2.5	23.8
1628183115290	2.5	23.9
1628183115290	2.5	24
1628183115290	2.5	24
1628183115290	2.5	24
1628183115291	2.5	24.1
1628183115291	2.5	24.2
1628183115291	2.5	24.3
1628183115291	2.5	24.4
1628183115291	2.5	24.5
1628183115291	2.5	24.6
1628183115292	2.5	24.8
1628183115292	2.5	25
1628183115292	2.5	25.2
1628183115292	2.5	25.4
1628183115292	2.5	25.5
1628183115292	2.5	25.6
1628183115292	2.5	25.7
1628183115293	2.5	25.9
1628183115293	2.5	26.1
1628183115293	2.5	26.3
1628183115293	2.5	26.4
1628183115293	2.5	26.5
1628183115293	2.5	26.6
1628183115294	2.5	26.8
1628183115294	2.5	27
1628183115294	2.5	27.2
1628183115294	2.5	27.4
1628183115294	2.5	27.5
1628183115295	2.5	27.7
1628183115295	2.5	27.9
1628183115295	2.5	28.1
1628183115295	2.5	28.3
1628183115295	2.5	28.5
1628183115295	2.5	28.6
1628183115296	2.5	28.8
1628183115296	2.5	29
1628183115296	2.5	29.2
1628183115296	2.5	29.4
1628183115296	2.5	29.5
1628183115296	2.5	29.6
1628183115298	2.5	29.9
1628183115298	2.5	30.2
1628183115298	2.5	30.5
1628183115298	2.5	30.8
1628183115298	2.5	31
1628183115298	2.5	31.2
1628183115298	2.5	31.4
1628183115298	2.5	31.6
1628183115298	2.5	31.8
1628183115298	2.5	32
1628183115298	2.5	32
1628183115298	2.5	32
1628183115299	2.5	32
1628183115300	2.5	32.1
1628183115300	2.5	32.2
1628183115300	2.5	32.3
1628183115300	2.5	32.4
1628183115302	2.5	32.7
1628183115302	2.5	33
1628183115302	2.5	33.3
1628183115302	2.5	33.6
1628183115302	2.5	33.9
1628183115302	2.5	34.2
1628183115302	2.5	34.4
1628183115302	2.5	34.6
1628183115302	2.5	34.8
1628183115302	2.5	35
1628183115302	2.5	35
1628183115302	2.5	35
1628183115303	2.5	35.1
1628183115303	2.5	35.2
1628183115303	2.5	35.3
1628183115303	2.5	35.4
1628183115303	2.5	35.5
1628183115303	2.5	35.6
1628183115303	2.5	35.7
1628183115303	2.5	35.8
1628183115303	2.5	35.9
1628183115303	2.5	36
1628183115303	2.5	36
1628183115305	2.5	36.2
1628183115305	2.5	36.4
1628183115305	2.5	36.6
1628183115305	2.5	36.8
1628183115305	2.5	37
1628183115305	2.5	37.2
1628183115307	2.5	37.5
1628183115307	2.5	37.8
1628183115307	2.5	38.1
1628183115307	2.5	38.4
1628183115307	2.5	38.5
1628183115307	2.5	38.6
1628183115307	2.5	38.7
1628183115307	2.5	38.8
1628183115307	2.5	38.9
1628183115307	2.5	39
1628183115307	2.5	39
1628183115307	2.5	39
1628183115307	2.5	39
1628183115309	2.5	39.2
1628183115309	2.5	39.4
1628183115309	2.5	39.6
1628183115309	2.5	39.8
1628183115309	2.5	40
1628183115309	2.5	40.2
1628183115309	2.5	40.4
1628183115309	2.5	40.6
1628183115309	2.5	40.8
1628183115309	2.5	41
1628183115309	2.5	41
1628183115309	2.5	41
1628183115309	2.5	41
1628183115311	2.5	41.2
1628183115311	2.5	41.4
1628183115311	2.5	41.6
1628183115311	2.5	41.8
1628183115311	2.5	42
1628183115311	2.5	42.2
1628183115311	2.5	42.4
1628183115311	2.5	42.6
1628183115311	2.5	42.8
1628183115311	2.5	43
1628183115311	2.5	43
1628183115311	2.5	43
1628183115312	2.5	43.2
1628183115312	2.5	43.4
1628183115312	2.5	43.6
1628183115312	2.5	43.8
1628183115312	2.5	44
1628183115312	2.5	44.2
1628183115312	2.5	44.4
1628183115312	2.5	44.6
1628183115312	2.5	44.8
1628183115312	2.5	45
1628183115312	2.5	45
1628183115314	2.5	45.1
1628183115314	2.5	45.2
1628183115314	2.5	45.3
1628183115314	2.5	45.4
1628183115314	2.5	45.5
1628183115314	2.5	45.6
1628183115314	2.5	45.7
1628183115314	2.5	45.8
1628183115314	2.5	45.9
1628183115314	2.5	46
1628183115314	2.5	46
1628183115314	2.5	46
1628183115314	2.5	46
1628183115316	2.5	46.2
1628183115316	2.5	46.4
1628183115316	2.5	46.6
1628183115316	2.5	46.8
1628183115316	2.5	47
1628183115316	2.5	47.2
1628183115316	2.5	47.4
1628183115316	2.5	47.6
1628183115316	2.5	47.8
1628183115316	2.5	48
1628183115316	2.5	48
1628183115316	2.5	48
1628183115318	2.5	48.2
1628183115318	2.5	48.4
1628183115318	2.5	48.6
1628183115318	2.5	48.8
1628183115318	2.5	49
1628183115318	2.5	49.2
1628183115318	2.5	49.4
1628183115318	2.5	49.6
1628183115318	2.5	49.8
1628183115318	2.5	50
1628183115318	2.5	50
1628183115318	2.5	50
1628183115318	2.5	50
1628183115320	2.5	50.2
1628183115321	2.5	50.4
1628183115321	2.5	50.6
1628183115321	2.5	50.8
1628183115321	2.5	51
1628183115321	2.5	51.2
1628183115321	2.5	51.4
1628183115321	2.5	51.6
1628183115321	2.5	51.8
1628183115321	2.5	52
1628183115321	2.5	52
1628183115321	2.5	52
1628183115321	2.5	52
1628183115322	2.5	52.2
1628183115322	2.5	52.4
1628183115322	2.5	52.6
1628183115322	2.5	52.8
1628183115322	2.5	53
1628183115322	2.5	53.2
1628183115322	2.5	53.3
1628183115322	2.5	53.4
1628183115322	2.5	53.5
1628183115322	2.5	53.6
1628183115322	2.5	53.6
1628183115324	2.5	53.6
1628183115324	2.5	53.7
1628183115324	2.5	53.8
1628183115324	2.5	53.9
1628183115324	2.5	54
1628183115324	2.5	54.2
1628183115325	2.5	54.4
1628183115325	2.5	54.6
1628183115325	2.5	54.8
1628183115325	2.5	55
1628183115325	2.5	55
1628183115325	2.5	55
1628183115325	2.5	55
1628183115325	2.5	55
1628183115325	2.5	55
1628183115326	2.5	55.2
1628183115326	2.5	55.4
1628183115326	2.5	55.5
1628183115326	2.5	55.6
1628183115327	2.5	55.8
1628183115327	2.5	56
1628183115327	2.5	56.2
1628183115327	2.5	56.4
1628183115327	2.5	56.6
1628183115327	2.5	56.8
1628183115327	2.5	56.8
1628183115327	2.5	56.8
1628183115327	2.5	56.9
1628183115327	2.5	57
1628183115327	2.5	57
1628183115328	2.5	57.1
1628183115329	2.5	57.3
1628183115329	2.5	57.5
1628183115329	2.5	57.7
1628183115329	2.5	57.9
1628183115329	2.5	58.1
1628183115329	2.5	58.3
1628183115329	2.5	58.5
1628183115329	2.5	58.7
1628183115329	2.5	58.9
1628183115329	2.5	59
1628183115330	2.5	59.1
1628183115332	2.5	59.4
1628183115332	2.5	59.7
1628183115332	2.5	60
1628183115332	2.5	60.3
1628183115332	2.5	60.6
1628183115332	2.5	60.9
1628183115332	2.5	61.2
1628183115332	2.5	61.5
1628183115332	2.5	61.8
1628183115332	2.5	62
1628183115332	2.5	62
1628183115332	2.5	62
1628183115334	2.5	62.1
1628183115334	2.5	62.2
1628183115334	2.5	62.3
1628183115334	2.5	62.4
1628183115334	2.5	62.5
1628183115334	2.5	62.6
1628183115334	2.5	62.7
1628183115334	2.5	62.8
1628183115334	2.5	62.9
1628183115334	2.5	63
1628183115334	2.5	63
1628183115336	2.5	63.2
1628183115336	2.5	63.4
1628183115336	2.5	63.6
1628183115336	2.5	63.8
1628183115336	2.5	64
1628183115336	2.5	64.2
1628183115336	2.5	64.4
1628183115336	2.5	64.6
1628183115336	2.5	64.8
1628183115336	2.5	65
1628183115336	2.5	65
1628183115336	2.5	65
1628183115338	2.5	65.2
1628183115338	2.5	65.4
1628183115338	2.5	65.6
1628183115338	2.5	65.8
1628183115338	2.5	66
1628183115338	2.5	66.2
1628183115338	2.5	66.4
1628183115338	2.5	66.6
1628183115338	2.5	66.8
1628183115338	2.5	67
1628183115338	2.5	67
1628183115338	2.5	67
1628183115339	2.5	67.2
1628183115339	2.5	67.4
1628183115339	2.5	67.6
1628183115339	2.5	67.8
1628183115339	2.5	68
1628183115339	2.5	68.2
1628183115339	2.5	68.4
1628183115339	2.5	68.5
1628183115339	2.5	68.6
1628183115339	2.5	68.7
1628183115339	2.5	68.7
1628183115341	2.5	68.7
