1628184390.274185000,76
1628184390.289994000,101
1628184390.290053000,101
1628184390.291175000,68
1628184390.291241000,96
1628184390.318078000,1516
1628184390.319476000,1516
1628184390.323759000,1516
1628184390.324891000,1516
1628184390.329684000,1516
1628184390.332895000,1516
1628184390.334505000,1516
1628184390.337846000,1516
1628184390.340016000,1516
1628184390.341632000,1516
1628184390.346016000,1516
1628184390.346059000,1516
1628184390.349607000,1516
1628184390.351798000,1516
1628184390.354330000,1516
1628184390.357344000,1516
1628184390.359520000,1516
1628184390.361221000,1516
1628184390.365400000,1516
1628184390.366542000,1516
1628184390.369234000,1516
1628184390.372536000,1516
1628184390.374547000,1516
1628184390.376728000,1516
1628184390.378934000,1516
1628184390.381413000,1516
1628184390.384946000,1516
1628184390.386129000,1516
1628184390.388601000,1516
1628184390.392017000,1516
1628184390.393399000,1516
1628184390.397945000,1516
1628184390.398012000,1516
1628184390.401619000,1516
1628184390.403733000,1516
1628184390.408556000,1516
1628184390.410721000,1516
1628184390.414009000,1516
1628184390.415224000,1516
1628184390.418652000,1516
1628184390.420865000,1516
1628184390.423527000,1516
1628184390.425685000,1516
1628184390.428337000,1516
1628184390.430493000,1516
1628184390.433126000,1516
1628184390.436898000,1516
1628184390.439085000,1516
1628184390.440244000,1516
1628184390.442790000,1516
1628184390.445325000,1516
1628184390.447731000,1516
1628184390.448955000,1516
1628184390.449007000,1516
1628184390.449032000,1516
1628184390.450494000,1516
1628184390.450564000,1516
1628184390.450586000,1516
1628184390.450598000,1516
1628184390.450613000,1516
1628184390.450643000,1516
1628184390.450668000,1516
1628184390.451801000,1516
1628184390.451860000,1516
1628184390.451874000,1516
1628184390.451884000,1516
1628184390.452912000,1516
1628184390.452945000,1516
1628184390.452988000,1516
1628184390.453000000,1516
1628184390.454118000,1516
1628184390.454150000,1516
1628184390.454189000,1516
1628184390.454201000,1516
1628184390.454211000,1516
1628184390.454221000,1516
1628184390.457048000,1516
1628184390.460122000,1516
1628184390.462324000,1516
1628184390.462371000,1516
1628184390.462392000,1516
1628184390.463613000,1516
1628184390.463674000,1516
1628184390.463696000,1516
1628184390.465952000,1516
1628184390.466004000,1516
1628184390.466025000,1516
1628184390.466063000,1516
1628184390.467453000,1516
1628184390.467514000,1516
1628184390.468376000,1516
1628184390.468436000,1516
1628184390.469502000,1516
1628184390.469558000,1516
1628184390.470672000,1516
1628184390.471860000,1516
1628184390.471904000,1516
1628184390.471924000,1516
1628184390.473039000,1516
1628184390.473094000,1516
1628184390.474218000,1516
1628184390.474273000,1516
1628184390.475377000,1516
1628184390.475432000,1516
1628184390.476602000,1516
1628184390.476658000,1516
1628184390.478404000,1516
1628184390.478466000,1516
1628184390.479585000,1516
1628184390.479633000,1516
1628184390.480033000,1516
1628184390.480084000,1516
1628184390.481574000,1516
1628184390.481626000,1516
1628184390.482274000,1516
1628184390.482321000,1516
1628184390.483457000,1516
1628184390.483500000,1516
1628184390.484020000,1516
1628184390.485633000,1516
1628184390.485668000,1516
1628184390.485681000,1516
